Set Category,Set Name,Card ID,Card Name,Clan,Deck,Card Type
Clan Pack,Defenders of Rokugan,2,Kuni Wasteland,Crab,—,Province
Clan Pack,Defenders of Rokugan,29,Desolation,Crab,Conflict,Event
Clan Pack,Defenders of Rokugan,9,Favorable Dealbroker,Crab,Dynasty,Character
Clan Pack,Defenders of Rokugan,4,Purifier Apprentice,Crab,Dynasty,Character
Clan Pack,Defenders of Rokugan,8,Unyielding Sensei,Crab,Dynasty,Character
Clan Pack,Defenders of Rokugan,5,Hida Sukune,Crab,Dynasty,Character
Clan Pack,Defenders of Rokugan,16,Third Whisker Warrens,Crab,Dynasty,Holding
Clan Pack,Defenders of Rokugan,19,Agasha Hiyori,Dragon,Dynasty,Character
Clan Pack,Defenders of Rokugan,30,The Strength of the Mountain,Crab,Conflict,Event
Clan Pack,Defenders of Rokugan,32,Slovenly Scavenger,Neutral,Conflict,Character
Clan Pack,Defenders of Rokugan,31,Isawa Eju,Phoenix,Conflict,Character
Clan Pack,Defenders of Rokugan,21,Yogo Asami,Scorpion,Dynasty,Character
Clan Pack,Defenders of Rokugan,22,Shinjo Yasamura,Unicorn,Dynasty,Character
Clan Pack,Defenders of Rokugan,23,Moto Eviscerator,Neutral,Dynasty,Character
Clan Pack,Defenders of Rokugan,20,Matsu Agetoki,Lion,Dynasty,Character
Clan Pack,Defenders of Rokugan,24,Kansen Haunt,Neutral,Dynasty,Holding
Clan Pack,Defenders of Rokugan,3,Support of the Crab,Neutral,—,Role
Clan Pack,Defenders of Rokugan,27,Fruitful Respite,Crab,Conflict,Event
Clan Pack,Defenders of Rokugan,25,Reinforced Plate,Crab,Conflict,Attachment
Clan Pack,Defenders of Rokugan,6,Shadowlands Hunter,Crab,Dynasty,Character
Clan Pack,Defenders of Rokugan,11,Kaiu Siege Force,Crab,Dynasty,Character
Clan Pack,Seekers of Wisdom,23,Dragon Tattoo,Dragon,Conflict,Attachment
Clan Pack,Seekers of Wisdom,20,Vine Tattoo,Dragon,Conflict,Attachment
Clan Pack,Seekers of Wisdom,11,Togashi Hoshi,Dragon,Dynasty,Character
Clan Pack,Seekers of Wisdom,15,Asako Togama,Phoenix,Dynasty,Character
Clan Pack,Seekers of Wisdom,7,Togashi Gaijutsu,Dragon,Dynasty,Character
Clan Pack,Seekers of Wisdom,1,High House of Light,Dragon,—,Stronghold
Clan Pack,Seekers of Wisdom,6,Austere Exemplar,Dragon,Dynasty,Character
Clan Pack,Seekers of Wisdom,5,Perceptive Kitsuki,Dragon,Dynasty,Character
Clan Pack,Seekers of Wisdom,18,Ichirō,Neutral,Dynasty,Character
Clan Pack,Seekers of Wisdom,22,Niten,Dragon,Conflict,Attachment
Clan Pack,Seekers of Wisdom,26,Hida Kotoe,Crab,Conflict,Character
Clan Pack,Seekers of Wisdom,8,Mirumoto Masashige,Dragon,Dynasty,Character
Clan Pack,Seekers of Wisdom,3,Support of the Dragon,Neutral,—,Role
Clan Pack,Seekers of Wisdom,21,An Ocean in a Drop,Dragon,Conflict,Attachment
Clan Pack,Seekers of Wisdom,13,Asahina Maeko,Crane,Dynasty,Character
Clan Pack,Seekers of Wisdom,16,Bayushi Gensato,Scorpion,Dynasty,Character
Clan Pack,Seekers of Wisdom,27,Elegant Tessen,Neutral,Conflict,Attachment
Clan Pack,Seekers of Wisdom,28,Four Temples Advisor,Neutral,Conflict,Attachment
Clan Pack,Seekers of Wisdom,2,Fuchi Mura,Dragon,—,Province
Clan Pack,Seekers of Wisdom,24,Iron Foundations Stance,Dragon,Conflict,Event
Clan Pack,Seekers of Wisdom,17,Iuchi Rimei,Unicorn,Dynasty,Character
Clan Pack,Seekers of Wisdom,14,Matsu Koso,Lion,Dynasty,Character
Clan Pack,Seekers of Wisdom,9,Monastery Protector,Dragon,Dynasty,Character
Clan Pack,Seekers of Wisdom,12,Shintao Monastery,Dragon,Dynasty,Holding
Clan Pack,Seekers of Wisdom,4,Taoist Adept,Dragon,Dynasty,Character
Clan Pack,Seekers of Wisdom,19,Togashi Acolyte,Dragon,Dynasty,Character
Clan Pack,Seekers of Wisdom,10,Togashi Mitsu,Dragon,Dynasty,Character
Clan Pack,Seekers of Wisdom,25,Wildfire Kick,Dragon,Conflict,Event
Imperial Cycle,Tears of Amaterasu,9,Isawa Kaede,Phoenix,Dynasty,Character
Imperial Cycle,Tears of Amaterasu,6,Kitsuki Yaruma,Dragon,Dynasty,Character
Imperial Cycle,Tears of Amaterasu,10,Swift Magistrate,Unicorn,Dynasty,Character
Imperial Cycle,Tears of Amaterasu,4,Karada District,Crab,Dynasty,Holding
Imperial Cycle,Tears of Amaterasu,18,Smoke and Mirrors,Scorpion,Conflict,Event
Imperial Cycle,Tears of Amaterasu,15,Time for War,Lion,Conflict,Event
Imperial Cycle,Tears of Amaterasu,13,Disdainful Remark,Crane,Conflict,Event
Imperial Cycle,Tears of Amaterasu,19,Goblin Sneak,Neutral,Conflict,Character
Imperial Cycle,Tears of Amaterasu,2,Tears of Amaterasu,Neutral,—,Province
Imperial Cycle,Tears of Amaterasu,14,Jade Masterpiece,Dragon,Conflict,Attachment
Imperial Cycle,Tears of Amaterasu,1,Blood of Onnotangu,Neutral,—,Province
Imperial Cycle,Tears of Amaterasu,20,Finger of Jade,Neutral,Conflict,Attachment
Imperial Cycle,Tears of Amaterasu,16,Embrace the Void,Phoenix,Conflict,Attachment
Imperial Cycle,Tears of Amaterasu,3,Staunch Hida,Crab,Dynasty,Character
Imperial Cycle,Tears of Amaterasu,12,Seal of the Crane,Crane,Conflict,Attachment
Imperial Cycle,Tears of Amaterasu,17,Meek Informant,Scorpion,Conflict,Character
Imperial Cycle,Tears of Amaterasu,11,Windswept Yurt,Unicorn,Dynasty,Holding
Imperial Cycle,Tears of Amaterasu,8,Hito District,Lion,Dynasty,Holding
Imperial Cycle,Tears of Amaterasu,7,Gifted Tactician,Lion,Dynasty,Character
Imperial Cycle,Tears of Amaterasu,5,Doji Representative,Crane,Dynasty,Character
Imperial Cycle,For Honor and Glory,25,Northern Wall Sensei,Dragon,Dynasty,Character
Imperial Cycle,For Honor and Glory,31,Pathfinder's Blade,Crab,Conflict,Attachment
Imperial Cycle,For Honor and Glory,21,Frostbitten Crossing,Neutral,—,Province
Imperial Cycle,For Honor and Glory,22,Riot in the Streets,Neutral,—,Province
Imperial Cycle,For Honor and Glory,23,Stoic Magistrate,Crab,Dynasty,Character
Imperial Cycle,For Honor and Glory,24,Kabuki Hero,Crane,Dynasty,Character
Imperial Cycle,For Honor and Glory,26,Ikoma Ujiaki,Lion,Dynasty,Character
Imperial Cycle,For Honor and Glory,27,Magnificent Lighthouse,Phoenix,Dynasty,Holding
Imperial Cycle,For Honor and Glory,36,Shrine Maiden,Phoenix,Conflict,Character
Imperial Cycle,For Honor and Glory,28,Bayushi Yojiro,Scorpion,Dynasty,Character
Imperial Cycle,For Honor and Glory,29,Ide Tadaji,Unicorn,Dynasty,Character
Imperial Cycle,For Honor and Glory,30,Miwaku Kabe,Neutral,Dynasty,Holding
Imperial Cycle,For Honor and Glory,32,Raise the Alarm,Crab,Conflict,Event
Imperial Cycle,For Honor and Glory,33,Kakita Blade,Crane,Conflict,Attachment
Imperial Cycle,For Honor and Glory,34,High Kick,Dragon,Conflict,Event
Imperial Cycle,For Honor and Glory,35,Kamayari,Lion,Conflict,Attachment
Imperial Cycle,For Honor and Glory,37,Harmonize,Phoenix,Conflict,Event
Imperial Cycle,For Honor and Glory,40,Policy Debate,Neutral,Conflict,Event
Imperial Cycle,For Honor and Glory,38,Seal of the Scorpion,Scorpion,Conflict,Attachment
Imperial Cycle,For Honor and Glory,39,Shinjo Saddle,Unicorn,Conflict,Attachment
Imperial Cycle,Into the Forbidden City,58,Chasing the Sun,Unicorn,Conflict,Event
Imperial Cycle,Into the Forbidden City,41,Feast or Famine,Neutral,—,Province
Imperial Cycle,Into the Forbidden City,42,Public Forum,Neutral,—,Province
Imperial Cycle,Into the Forbidden City,43,Kakita Yoshi,Crane,Dynasty,Character
Imperial Cycle,Into the Forbidden City,44,Chisei District,Crane,Dynasty,Holding
Imperial Cycle,Into the Forbidden City,55,Benten's Touch,Phoenix,Conflict,Event
Imperial Cycle,Into the Forbidden City,47,Back-Alley Hideaway,Scorpion,Dynasty,Holding
Imperial Cycle,Into the Forbidden City,45,Enigmatic Magistrate,Dragon,Dynasty,Character
Imperial Cycle,Into the Forbidden City,46,Prodigy of the Waves,Phoenix,Dynasty,Character
Imperial Cycle,Into the Forbidden City,56,Bayushi Kachiko,Scorpion,Conflict,Character
Imperial Cycle,Into the Forbidden City,57,Misinformation,Scorpion,Conflict,Event
Imperial Cycle,Into the Forbidden City,48,Child of the Plains,Unicorn,Dynasty,Character
Imperial Cycle,Into the Forbidden City,49,War Dog Master,Unicorn,Dynasty,Character
Imperial Cycle,Into the Forbidden City,50,Hiruma Skirmisher,Crab,Conflict,Character
Imperial Cycle,Into the Forbidden City,51,Seal of the Crab,Crab,Conflict,Attachment
Imperial Cycle,Into the Forbidden City,52,Mantra of Water,Dragon,Conflict,Event
Imperial Cycle,Into the Forbidden City,53,Ageless Crone,Lion,Conflict,Character
Imperial Cycle,Into the Forbidden City,54,Test of Courage,Lion,Conflict,Event
Imperial Cycle,Into the Forbidden City,59,Tattered Missive,Neutral,Conflict,Attachment
Imperial Cycle,Into the Forbidden City,60,Censure,Neutral,Conflict,Event
Imperial Cycle,The Chrysanthemum Throne,76,Guard Duty,Lion,Conflict,Attachment
Imperial Cycle,The Chrysanthemum Throne,64,Doji Shizue,Crane,Dynasty,Character
Imperial Cycle,The Chrysanthemum Throne,61,Before the Throne,Neutral,—,Province
Imperial Cycle,The Chrysanthemum Throne,67,Akodo Toshiro,Lion,Dynasty,Character
Imperial Cycle,The Chrysanthemum Throne,80,Way of the Chrysanthemum,Neutral,Conflict,Event
Imperial Cycle,The Chrysanthemum Throne,73,Pit Trap,Crab,Conflict,Attachment
Imperial Cycle,The Chrysanthemum Throne,78,Backhanded Compliment,Scorpion,Conflict,Event
Imperial Cycle,The Chrysanthemum Throne,79,Gaijin Customs,Unicorn,Conflict,Event
Imperial Cycle,The Chrysanthemum Throne,77,Seal of the Phoenix,Phoenix,Conflict,Attachment
Imperial Cycle,The Chrysanthemum Throne,75,Centipede Tattoo,Dragon,Conflict,Attachment
Imperial Cycle,The Chrysanthemum Throne,74,Curry Favor,Crane,Conflict,Event
Imperial Cycle,The Chrysanthemum Throne,72,The Imperial Palace,Neutral,Dynasty,Holding
Imperial Cycle,The Chrysanthemum Throne,65,Agasha Sumiko,Dragon,Dynasty,Character
Imperial Cycle,The Chrysanthemum Throne,70,Fawning Diplomat,Scorpion,Dynasty,Character
Imperial Cycle,The Chrysanthemum Throne,71,Utaku Mediator,Unicorn,Dynasty,Character
Imperial Cycle,The Chrysanthemum Throne,69,Haughty Magistrate,Phoenix,Dynasty,Character
Imperial Cycle,The Chrysanthemum Throne,68,Implacable Magistrate,Lion,Dynasty,Character
Imperial Cycle,The Chrysanthemum Throne,63,Kaiu Inventor,Crab,Dynasty,Character
Imperial Cycle,The Chrysanthemum Throne,66,Mountaintop Statuary,Dragon,Dynasty,Holding
Imperial Cycle,The Chrysanthemum Throne,62,Guardians of the Seikitsu,Neutral,—,Province
Imperial Cycle,Fate Has No Secrets,93,Test of Skill,Crane,Conflict,Event
Imperial Cycle,Fate Has No Secrets,82,Crisis Breaker,Crab,Dynasty,Character
Imperial Cycle,Fate Has No Secrets,94,The Stone of Sorrows,Dragon,Conflict,Attachment
Imperial Cycle,Fate Has No Secrets,83,Yasuki Taka,Crab,Dynasty,Character
Imperial Cycle,Fate Has No Secrets,84,Origami Master,Crane,Dynasty,Character
Imperial Cycle,Fate Has No Secrets,98,A Fate Worse Than Death,Scorpion,Conflict,Event
Imperial Cycle,Fate Has No Secrets,96,Consumed by Five Fires,Phoenix,Conflict,Event
Imperial Cycle,Fate Has No Secrets,99,Ride Them Down,Unicorn,Conflict,Event
Imperial Cycle,Fate Has No Secrets,92,Young Harrier,Crane,Conflict,Character
Imperial Cycle,Fate Has No Secrets,85,Itinerant Philosopher,Dragon,Dynasty,Character
Imperial Cycle,Fate Has No Secrets,97,Cunning Magistrate,Scorpion,Conflict,Character
Imperial Cycle,Fate Has No Secrets,90,Seppun Ishikawa,Neutral,Dynasty,Character
Imperial Cycle,Fate Has No Secrets,95,Seal of the Lion,Lion,Conflict,Attachment
Imperial Cycle,Fate Has No Secrets,100,Waning Hostilities,Neutral,Conflict,Event
Imperial Cycle,Fate Has No Secrets,87,Henshin Disciple,Phoenix,Dynasty,Character
Imperial Cycle,Fate Has No Secrets,88,Master of Gisei Toshi,Phoenix,Dynasty,Character
Imperial Cycle,Fate Has No Secrets,89,Moto Juro,Unicorn,Dynasty,Character
Imperial Cycle,Fate Has No Secrets,91,Fair Accord,Crab,Conflict,Event
Imperial Cycle,Fate Has No Secrets,81,Massing at Twilight,Neutral,—,Province
Imperial Cycle,Fate Has No Secrets,86,Miwaku Kabe Guard,Lion,Dynasty,Character
Imperial Cycle,Meditations on the Ephemeral,117,Oni Mask,Scorpion,Conflict,Attachment
Imperial Cycle,Meditations on the Ephemeral,119,Talisman of the Sun,Unicorn,Conflict,Attachment
Imperial Cycle,Meditations on the Ephemeral,115,Written in the Stars,Dragon,Conflict,Event
Imperial Cycle,Meditations on the Ephemeral,116,A Legion of One,Lion,Conflict,Event
Imperial Cycle,Meditations on the Ephemeral,109,Sake House Confidant,Scorpion,Dynasty,Character
Imperial Cycle,Meditations on the Ephemeral,110,Illustrious Plagiarist,Scorpion,Dynasty,Character
Imperial Cycle,Meditations on the Ephemeral,114,Seal of the Dragon,Dragon,Conflict,Attachment
Imperial Cycle,Meditations on the Ephemeral,118,Seal of the Unicorn,Unicorn,Conflict,Attachment
Imperial Cycle,Meditations on the Ephemeral,120,Mono no Aware,Neutral,Conflict,Event
Imperial Cycle,Meditations on the Ephemeral,112,Miya Satoshi,Neutral,Dynasty,Character
Imperial Cycle,Meditations on the Ephemeral,113,Pillow Book,Crane,Conflict,Attachment
Imperial Cycle,Meditations on the Ephemeral,108,Kanjo District,Phoenix,Dynasty,Holding
Imperial Cycle,Meditations on the Ephemeral,103,Iron Mine,Crab,Dynasty,Holding
Imperial Cycle,Meditations on the Ephemeral,104,Silver-Tongued Magistrate,Crane,Dynasty,Character
Imperial Cycle,Meditations on the Ephemeral,101,Along the River of Gold,Neutral,—,Province
Imperial Cycle,Meditations on the Ephemeral,102,Kuni Ritsuko,Crab,Dynasty,Character
Imperial Cycle,Meditations on the Ephemeral,106,Beastmaster Matriarch,Lion,Dynasty,Character
Imperial Cycle,Meditations on the Ephemeral,107,Asako Tsuki,Phoenix,Dynasty,Character
Imperial Cycle,Meditations on the Ephemeral,105,Togashi Mendicant,Dragon,Dynasty,Character
Imperial Cycle,Meditations on the Ephemeral,111,Shinjo Scout,Unicorn,Dynasty,Character
Elemental Cycle,Breath of the Kami,11,Shinjo Shono,Unicorn,Dynasty,Character
Elemental Cycle,Breath of the Kami,6,Fū Sui Disciple,Crane,Dynasty,Character
Elemental Cycle,Breath of the Kami,8,Isawa Uona,Phoenix,Dynasty,Character
Elemental Cycle,Breath of the Kami,12,Shiotome Encampment,Unicorn,Dynasty,Holding
Elemental Cycle,Breath of the Kami,15,The Mirror's Gaze,Crane,Conflict,Attachment
Elemental Cycle,Breath of the Kami,1,Hisu Mori Toride (Lion Clan),Lion,—,Stronghold
Elemental Cycle,Breath of the Kami,19,Winds of Change,Phoenix,Conflict,Event
Elemental Cycle,Breath of the Kami,3,Demonstrating Excellence,Neutral,—,Province
Elemental Cycle,Breath of the Kami,17,Hurricane Punch,Dragon,Conflict,Event
Elemental Cycle,Breath of the Kami,13,Kudaka,Neutral,Dynasty,Character
Elemental Cycle,Breath of the Kami,18,Even the Odds,Lion,Conflict,Event
Elemental Cycle,Breath of the Kami,7,Matsu Seventh Legion,Lion,Dynasty,Character
Elemental Cycle,Breath of the Kami,2,Sacred Sanctuary,Dragon,—,Province
Elemental Cycle,Breath of the Kami,4,Third Tower Guard,Crab,Dynasty,Character
Elemental Cycle,Breath of the Kami,5,Hiruma Outpost,Crab,Dynasty,Holding
Elemental Cycle,Breath of the Kami,9,Soshi Shadowshaper,Scorpion,Dynasty,Character
Elemental Cycle,Breath of the Kami,10,Heartless Intimidator,Scorpion,Dynasty,Character
Elemental Cycle,Breath of the Kami,14,Formal Invitation,Crane,Conflict,Attachment
Elemental Cycle,Breath of the Kami,16,Ancient Master,Dragon,Conflict,Character
Elemental Cycle,Breath of the Kami,20,Maze of Illusion,Scorpion,Conflict,Event
Elemental Cycle,Tainted Lands,36,Feral Ningyo,Phoenix,Conflict,Character
Elemental Cycle,Tainted Lands,23,Upholding Authority,Neutral,—,Province
Elemental Cycle,Tainted Lands,30,Sneaky Shinjo,Unicorn,Dynasty,Character
Elemental Cycle,Tainted Lands,24,Apprentice Earthcaller,Crab,Dynasty,Character
Elemental Cycle,Tainted Lands,25,Kuni Yori,Crab,Dynasty,Character
Elemental Cycle,Tainted Lands,31,Marauding Oni,Neutral,Dynasty,Character
Elemental Cycle,Tainted Lands,37,Oracle of Stone,Phoenix,Conflict,Event
Elemental Cycle,Tainted Lands,32,Spreading the Darkness,Crab,Conflict,Event
Elemental Cycle,Tainted Lands,21,Teachings of the Elements,Phoenix,—,Province
Elemental Cycle,Tainted Lands,40,Sabotage,Neutral,Conflict,Event
Elemental Cycle,Tainted Lands,35,Writ of Authority,Lion,Conflict,Attachment
Elemental Cycle,Tainted Lands,33,Adopted Kin,Dragon,Conflict,Attachment
Elemental Cycle,Tainted Lands,34,Ikoma Reservist,Lion,Conflict,Character
Elemental Cycle,Tainted Lands,26,Asahina Takako,Crane,Dynasty,Character
Elemental Cycle,Tainted Lands,27,Bonsai Garden,Crane,Dynasty,Holding
Elemental Cycle,Tainted Lands,22,Border Fortress,Unicorn,—,Province
Elemental Cycle,Tainted Lands,29,Court Novice,Scorpion,Dynasty,Character
Elemental Cycle,Tainted Lands,28,Impulsive Novice,Dragon,Dynasty,Character
Elemental Cycle,Tainted Lands,39,Press of Battle,Unicorn,Conflict,Event
Elemental Cycle,Tainted Lands,38,Tainted Koku,Scorpion,Conflict,Attachment
Elemental Cycle,The Fires Within,58,Invocation of Ash,Unicorn,Conflict,Attachment
Elemental Cycle,The Fires Within,44,Master Alchemist,Dragon,Dynasty,Character
Elemental Cycle,The Fires Within,51,Wicked Tetsubō,Crab,Conflict,Attachment
Elemental Cycle,The Fires Within,57,Shiksha Scout,Unicorn,Conflict,Character
Elemental Cycle,The Fires Within,45,The Wrath of the Kami,Dragon,Dynasty,Holding
Elemental Cycle,The Fires Within,50,Battle Maiden Recruit,Unicorn,Dynasty,Character
Elemental Cycle,The Fires Within,54,Smoke,Dragon,Conflict,Attachment
Elemental Cycle,The Fires Within,41,Abandoning Honor,Neutral,—,Province
Elemental Cycle,The Fires Within,42,Hiruma Kogoe,Crab,Dynasty,Character
Elemental Cycle,The Fires Within,49,Soshi Shiori,Scorpion,Dynasty,Character
Elemental Cycle,The Fires Within,43,Sadane Student,Crane,Dynasty,Character
Elemental Cycle,The Fires Within,60,Mantis Seafarer,Neutral,Conflict,Character
Elemental Cycle,The Fires Within,55,Jurōjin's Curse,Phoenix,Conflict,Attachment
Elemental Cycle,The Fires Within,53,Insult to Injury,Crane,Conflict,Event
Elemental Cycle,The Fires Within,56,Infiltrator,Scorpion,Conflict,Attachment
Elemental Cycle,The Fires Within,46,Ikoma Ikehata,Lion,Dynasty,Character
Elemental Cycle,The Fires Within,52,Icon of Favor,Crane,Conflict,Attachment
Elemental Cycle,The Fires Within,48,Chikai Order Protector,Phoenix,Dynasty,Character
Elemental Cycle,The Fires Within,59,Breach of Etiquette,Neutral,Conflict,Event
Elemental Cycle,The Fires Within,47,Ancestral Armory,Lion,Dynasty,Holding
Elemental Cycle,The Ebb and Flow,71,Nezumi Infiltrator,Crab,Conflict,Character
Elemental Cycle,The Ebb and Flow,76,Heroic Resolve,Lion,Conflict,Attachment
Elemental Cycle,The Ebb and Flow,69,Master of the Swift Waves,Unicorn,Dynasty,Character
Elemental Cycle,The Ebb and Flow,80,Force of the River,Unicorn,Conflict,Attachment
Elemental Cycle,The Ebb and Flow,63,Ikebana Artisan,Crane,Dynasty,Character
Elemental Cycle,The Ebb and Flow,73,Menacing Iron Warrior,Crane,Conflict,Character
Elemental Cycle,The Ebb and Flow,74,Soul Beyond Reproach,Crane,Conflict,Event
Elemental Cycle,The Ebb and Flow,79,Deceptive Offer,Scorpion,Conflict,Event
Elemental Cycle,The Ebb and Flow,67,Disguised Protector,Scorpion,Dynasty,Character
Elemental Cycle,The Ebb and Flow,75,Hawk Tattoo,Dragon,Conflict,Attachment
Elemental Cycle,The Ebb and Flow,64,Volcanic Troll,Dragon,Dynasty,Character
Elemental Cycle,The Ebb and Flow,65,Tireless Sōdan Senzo,Lion,Dynasty,Character
Elemental Cycle,The Ebb and Flow,77,My Ancestor's Strength,Lion,Conflict,Event
Elemental Cycle,The Ebb and Flow,72,Fight On,Crab,Conflict,Event
Elemental Cycle,The Ebb and Flow,62,Seeking the Truth,Neutral,—,Province
Elemental Cycle,The Ebb and Flow,70,Yoritomo,Neutral,Dynasty,Character
Elemental Cycle,The Ebb and Flow,66,Asako Azunami,Phoenix,Dynasty,Character
Elemental Cycle,The Ebb and Flow,68,Hidden Moon Dōjō,Scorpion,Dynasty,Holding
Elemental Cycle,The Ebb and Flow,61,Flooded Waste,Crab,—,Province
Elemental Cycle,The Ebb and Flow,78,Ofushikai,Phoenix,Conflict,Attachment
Elemental Cycle,All and Nothing,100,Perfect Land Ethos,Neutral,Conflict,Event
Elemental Cycle,All and Nothing,96,Shosuro Sadako,Scorpion,Conflict,Character
Elemental Cycle,All and Nothing,99,Dispatch,Unicorn,Conflict,Event
Elemental Cycle,All and Nothing,97,Mark of Shame,Scorpion,Conflict,Attachment
Elemental Cycle,All and Nothing,81,Raging Battleground,Lion,—,Province
Elemental Cycle,All and Nothing,85,Callow Delegate,Crane,Dynasty,Character
Elemental Cycle,All and Nothing,89,Ethereal Dreamer,Phoenix,Dynasty,Character
Elemental Cycle,All and Nothing,93,Game of Sadane,Crane,Conflict,Event
Elemental Cycle,All and Nothing,83,Tainted Hero,Crab,Dynasty,Character
Elemental Cycle,All and Nothing,82,Appealing to the Fortunes,Neutral,—,Province
Elemental Cycle,All and Nothing,94,Void Fist,Dragon,Conflict,Event
Elemental Cycle,All and Nothing,90,Bustling Academy,Phoenix,Dynasty,Holding
Elemental Cycle,All and Nothing,91,Iuchi Shahai,Unicorn,Dynasty,Character
Elemental Cycle,All and Nothing,88,Matsu Mitsuko,Lion,Dynasty,Character
Elemental Cycle,All and Nothing,86,Togashi Mitsu,Dragon,Dynasty,Character
Elemental Cycle,All and Nothing,95,All and Nothing,Phoenix,Conflict,Event
Elemental Cycle,All and Nothing,98,Discourage Pursuit,Scorpion,Conflict,Event
Elemental Cycle,All and Nothing,92,Imperial Librarian,Neutral,Dynasty,Character
Elemental Cycle,All and Nothing,87,Tactician's Apprentice,Lion,Dynasty,Character
Elemental Cycle,All and Nothing,84,Kuni Laboratory,Crab,Dynasty,Holding
Elemental Cycle,Elements Unbound,111,Mantis Tenkinja,Neutral,Dynasty,Character
Elemental Cycle,Elements Unbound,112,Awakened Tsukumogami,Neutral,Dynasty,Character
Elemental Cycle,Elements Unbound,120,Unleash the Djinn,Unicorn,Conflict,Event
Elemental Cycle,Elements Unbound,110,Minami Kaze Regulars,Unicorn,Dynasty,Character
Elemental Cycle,Elements Unbound,113,Pragmatism,Crab,Conflict,Attachment
Elemental Cycle,Elements Unbound,106,Agasha Shunsen,Dragon,Dynasty,Character
Elemental Cycle,Elements Unbound,105,Tengu Sensei,Crane,Dynasty,Character
Elemental Cycle,Elements Unbound,109,Reclusive Zokujin,Scorpion,Dynasty,Character
Elemental Cycle,Elements Unbound,108,Reader of Omens,Phoenix,Dynasty,Character
Elemental Cycle,Elements Unbound,118,Roving Michibiku,Phoenix,Conflict,Character
Elemental Cycle,Elements Unbound,119,Taryū-Jiai,Phoenix,Conflict,Event
Elemental Cycle,Elements Unbound,114,Specialized Defenses,Crab,Conflict,Event
Elemental Cycle,Elements Unbound,103,Web of Lies,Scorpion,—,Province
Elemental Cycle,Elements Unbound,107,Kitsu Warrior,Lion,Dynasty,Character
Elemental Cycle,Elements Unbound,117,Restored Heirloom,Lion,Conflict,Attachment
Elemental Cycle,Elements Unbound,102,Magistrate Station,Crane,—,Province
Elemental Cycle,Elements Unbound,104,Yasuki Broker,Crab,Dynasty,Character
Elemental Cycle,Elements Unbound,101,Hisu Mori Toride (Unicorn Clan),Unicorn,—,Stronghold
Elemental Cycle,Elements Unbound,115,Being and Becoming,Dragon,Conflict,Attachment
Elemental Cycle,Elements Unbound,116,Mantra of Earth,Dragon,Conflict,Event
Inheritance Cycle,For the Empire,1,Toshi Ranbo,Scorpion,—,Province
Inheritance Cycle,For the Empire,8,Magistrate of Reason,Dragon,Dynasty,Character
Inheritance Cycle,For the Empire,5,Fifth Tower Watch,Crab,Dynasty,Character
Inheritance Cycle,For the Empire,10,Shiba Sophist,Phoenix,Dynasty,Character
Inheritance Cycle,For the Empire,19,Purity of Spirit,Phoenix,Conflict,Event
Inheritance Cycle,For the Empire,22,A Perfect Cut,Neutral,Conflict,Event
Inheritance Cycle,For the Empire,9,Akodo Zentarō,Lion,Dynasty,Character
Inheritance Cycle,For the Empire,13,Hantei Sotorii,Neutral,Dynasty,Character
Inheritance Cycle,For the Empire,12,Shinjo Kyōra,Unicorn,Dynasty,Character
Inheritance Cycle,For the Empire,7,Esteemed Tea House,Crane,Dynasty,Holding
Inheritance Cycle,For the Empire,6,Sententious Poet,Crane,Dynasty,Character
Inheritance Cycle,For the Empire,2,Scene of the Crime,Dragon,—,Province
Inheritance Cycle,For the Empire,11,Shameless Gossip,Scorpion,Dynasty,Character
Inheritance Cycle,For the Empire,4,Hiruma Signaller,Crab,Dynasty,Character
Inheritance Cycle,For the Empire,21,Adorned Barcha,Unicorn,Conflict,Attachment
Inheritance Cycle,For the Empire,17,"Blade of 10,000 Battles",Lion,Conflict,Attachment
Inheritance Cycle,For the Empire,16,Greater Understanding,Dragon,Conflict,Attachment
Inheritance Cycle,For the Empire,3,Gateway to Meido,Neutral,—,Province
Inheritance Cycle,For the Empire,18,Command Respect,Lion,Conflict,Event
Inheritance Cycle,For the Empire,20,False Loyalties,Scorpion,Conflict,Event
Inheritance Cycle,For the Empire,15,Moment of Perfect Beauty,Crane,Conflict,Event
Inheritance Cycle,For the Empire,14,Give No Ground,Crab,Conflict,Event
Inheritance Cycle,Bonds of Blood,30,Yogo Preserver,Scorpion,Dynasty,Character
Inheritance Cycle,Bonds of Blood,43,Softskin,Scorpion,Conflict,Attachment
Inheritance Cycle,Bonds of Blood,40,Isawa Tadaka,Phoenix,Conflict,Character
Inheritance Cycle,Bonds of Blood,25,Festival of the Departed,Neutral,—,Province
Inheritance Cycle,Bonds of Blood,41,Earth Becomes Sky,Phoenix,Conflict,Event
Inheritance Cycle,Bonds of Blood,36,Duel to the Death,Crane,Conflict,Event
Inheritance Cycle,Bonds of Blood,34,Arbiter of Authority,Crane,Conflict,Character
Inheritance Cycle,Bonds of Blood,23,Dishonorable Assault,Lion,—,Province
Inheritance Cycle,Bonds of Blood,24,Untamed Steppe,Unicorn,—,Province
Inheritance Cycle,Bonds of Blood,26,Hiruma Yoshino,Crab,Dynasty,Character
Inheritance Cycle,Bonds of Blood,28,Akodo Kaede,Lion,Dynasty,Character
Inheritance Cycle,Bonds of Blood,32,Utaku Rumaru,Unicorn,Dynasty,Character
